Date,Team,Opponent,W/L,Status,Pos,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,FIC
4/12/2014,Heat,Hawks,L,Starter,SF,37:21,27,10,22,0.455,3,7,0.429,4,8,0.5,3,5,8,5,0,1,3,2,16.3
4/11/2014,Heat,Pacers,W,Starter,SF,34:52,36,11,20,0.55,2,4,0.5,12,13,0.923,1,5,6,1,1,1,2,1,21.4
4/9/2014,Heat,Grizzlies,L,Starter,SF,41:22,37,14,23,0.609,3,5,0.6,6,7,0.857,1,5,6,5,2,0,5,1,23.4
4/8/2014,Heat,Nets,L,Starter,SF,37:08,29,9,16,0.563,0,3,0,11,14,0.786,1,9,10,6,2,0,3,0,24.5
4/6/2014,Heat,Knicks,W,Starter,SF,42:47,38,13,22,0.591,3,7,0.429,9,12,0.75,0,5,5,6,1,0,5,0,22.8
4/4/2014,Heat,Timberwolves,L,Starter,SF,47:57,34,12,24,0.5,2,4,0.5,8,10,0.8,2,6,8,5,4,1,4,5,22.3
4/2/2014,Heat,Bucks,W,Starter,SF,29:21,17,7,12,0.583,1,3,0.333,2,5,0.4,0,4,4,8,1,1,2,0,17.1
3/31/2014,Heat,Raptors,W,Starter,SF,38:53,32,11,20,0.55,1,6,0.167,9,11,0.818,0,7,7,8,1,0,6,2,20.1
3/29/2014,Heat,Bucks,W,Starter,SF,30:03,13,5,10,0.5,1,3,0.333,2,4,0.5,2,5,7,2,0,0,4,1,7.3
3/28/2014,Heat,Pistons,W,Starter,SF,29:46,17,7,13,0.538,1,3,0.333,2,2,1,2,8,10,12,1,0,1,0,26.5
3/26/2014,Heat,Pacers,L,Starter,SF,43:24,38,11,19,0.579,2,6,0.333,14,15,0.933,0,8,8,5,0,0,6,3,21.6
3/24/2014,Heat,Trail Blazers,W,Starter,SF,38:22,32,13,23,0.565,0,1,0,6,9,0.667,4,2,6,5,4,0,5,2,19.9
3/22/2014,Heat,Pelicans,L,Starter,SF,41:59,25,10,18,0.556,2,4,0.5,3,3,1,1,7,8,9,0,1,3,1,23.1
3/21/2014,Heat,Grizzlies,W,Starter,SF,38:01,15,7,14,0.5,0,2,0,1,2,0.5,1,5,6,7,2,1,3,0,15.5
3/18/2014,Heat,Cavaliers,W,Starter,SF,41:40,43,14,19,0.737,6,8,0.75,9,13,0.692,0,6,6,4,2,3,0,1,36.9
3/16/2014,Heat,Rockets,W,Starter,SF,42:52,24,8,17,0.471,1,3,0.333,7,8,0.875,0,5,5,6,2,0,5,3,13.5
3/14/2014,Heat,Nuggets,L,Starter,SF,39:50,21,8,17,0.471,0,4,0,5,7,0.714,0,6,6,6,1,0,4,3,11.6
3/12/2014,Heat,Nets,L,Starter,SF,38:03,19,6,13,0.462,1,4,0.25,6,9,0.667,0,5,5,7,3,0,5,1,14.1
3/10/2014,Heat,Wizards,W,Starter,SF,36:45,23,10,15,0.667,3,4,0.75,0,0,0,2,5,7,8,3,0,3,3,24.0
3/9/2014,Heat,Bulls,L,Starter,SF,45:19,17,8,23,0.348,1,3,0.333,0,0,0,1,8,9,8,3,1,4,1,14.3
3/6/2014,Heat,Spurs,L,Starter,SF,38:04,19,6,18,0.333,0,3,0,7,9,0.778,3,5,8,7,2,0,5,5,10.4
3/4/2014,Heat,Rockets,L,Starter,SF,36:38,22,9,18,0.5,0,3,0,4,6,0.667,1,0,1,6,3,0,1,1,14.8
3/3/2014,Heat,Hornets,W,Starter,SF,41:12,61,22,33,0.667,8,10,0.8,9,12,0.75,3,4,7,4,0,0,2,2,38.8
3/1/2014,Heat,Magic,W,Starter,SF,31:13,20,8,12,0.667,0,2,0,4,5,0.8,1,8,9,7,4,0,2,1,24.6
2/27/2014,Heat,Knicks,W,Starter,SF,36:38,31,13,19,0.684,1,2,0.5,4,6,0.667,0,4,4,4,0,0,1,0,20.5
2/20/2014,Heat,Thunder,W,Starter,SF,33:24,33,15,22,0.682,1,5,0.2,2,5,0.4,1,6,7,3,4,0,8,1,18.6
2/18/2014,Heat,Mavericks,W,Starter,SF,38:28,42,16,23,0.696,4,8,0.5,6,8,0.75,2,7,9,6,2,0,3,2,33.0
2/12/2014,Heat,Warriors,W,Starter,SF,42:16,36,14,26,0.538,4,8,0.5,4,7,0.571,1,12,13,9,2,0,2,1,32.4
2/11/2014,Heat,Suns,W,Starter,SF,40:59,37,12,22,0.545,2,5,0.4,11,14,0.786,1,8,9,3,5,0,4,2,25.3
2/8/2014,Heat,Jazz,L,Starter,SF,39:21,13,4,13,0.308,1,6,0.167,4,6,0.667,0,7,7,5,0,0,5,2,5.3
2/5/2014,Heat,Clippers,W,Starter,SF,40:47,31,11,20,0.55,3,7,0.429,6,8,0.75,1,7,8,12,3,1,7,2,27.3
2/3/2014,Heat,Pistons,W,Starter,SF,38:19,24,9,19,0.474,0,3,0,6,8,0.75,1,7,8,11,2,2,1,1,26.5
2/1/2014,Heat,Knicks,W,Starter,SF,39:06,30,13,22,0.591,1,3,0.333,3,6,0.5,1,7,8,7,6,0,2,3,27.0
1/29/2014,Heat,Thunder,L,Starter,SF,42:10,34,12,20,0.6,1,5,0.2,9,9,1,1,2,3,3,0,0,3,1,17.6
1/26/2014,Heat,Spurs,W,Starter,SF,27:43,18,8,15,0.533,1,3,0.333,1,1,1,0,7,7,6,1,0,4,4,12.6
1/23/2014,Heat,Lakers,W,Starter,SF,37:18,27,9,15,0.6,2,4,0.5,7,13,0.538,2,11,13,6,1,0,5,1,22.6
1/21/2014,Heat,Celtics,W,Starter,SF,38:48,29,10,19,0.526,0,4,0,9,11,0.818,1,7,8,4,2,0,3,1,19.4
1/20/2014,Heat,Hawks,L,Starter,SF,38:43,30,11,21,0.524,3,7,0.429,5,8,0.625,1,3,4,6,1,0,3,1,18.0
1/18/2014,Heat,Hornets,W,Starter,SF,44:52,34,13,25,0.52,0,3,0,8,10,0.8,2,6,8,6,1,0,2,4,21.0
1/17/2014,Heat,Sixers,W,Starter,SF,36:31,21,7,13,0.538,0,1,0,7,8,0.875,1,7,8,10,2,1,3,3,23.0
1/15/2014,Heat,Wizards,L,Starter,SF,41:04,25,8,18,0.444,0,4,0,9,10,0.9,2,6,8,7,2,0,4,1,18.8
1/10/2014,Heat,Nets,L,Starter,SF,49:22,36,12,21,0.571,2,5,0.4,10,12,0.833,3,4,7,5,0,0,4,6,19.8
1/9/2014,Heat,Knicks,L,Starter,SF,41:25,32,12,17,0.706,1,4,0.25,7,11,0.636,0,5,5,6,1,1,6,2,19.9
1/7/2014,Heat,Pelicans,W,Starter,SF,35:15,32,13,22,0.591,3,6,0.5,3,3,1,1,2,3,5,2,0,3,1,20.4
1/5/2014,Heat,Raptors,W,Starter,SF,37:47,30,12,18,0.667,0,0,0,6,7,0.857,1,3,4,5,1,0,1,1,21.6
1/4/2014,Heat,Magic,W,Starter,SF,35:55,15,5,13,0.385,0,1,0,5,8,0.625,1,7,8,8,1,0,3,1,14.0
1/2/2014,Heat,Warriors,L,Starter,SF,39:34,26,10,16,0.625,1,4,0.25,5,8,0.625,0,5,5,5,0,1,8,0,12.8
12/30/2013,Heat,Nuggets,W,Starter,SF,39:44,26,8,15,0.533,5,9,0.556,5,8,0.625,1,5,6,10,0,1,4,0,23.5
12/27/2013,Heat,Kings,L,Starter,SF,43:43,33,12,23,0.522,4,9,0.444,5,6,0.833,0,8,8,8,0,0,2,3,24.0
12/25/2013,Heat,Lakers,W,Starter,SF,35:48,19,7,14,0.5,0,4,0,5,9,0.556,0,8,8,4,0,0,2,2,12.1
12/23/2013,Heat,Hawks,W,Starter,SF,45:38,38,16,28,0.571,4,9,0.444,2,6,0.333,4,4,8,6,2,0,0,2,28.8
12/20/2013,Heat,Kings,W,Starter,SF,30:40,18,8,11,0.727,1,2,0.5,1,2,0.5,2,4,6,8,1,1,1,1,22.5
12/18/2013,Heat,Pacers,W,Starter,SF,36:14,24,8,14,0.571,1,3,0.333,7,7,1,0,9,9,7,3,0,3,3,23.1
12/16/2013,Heat,Jazz,W,Starter,SF,33:49,30,13,17,0.765,0,1,0,4,5,0.8,1,8,9,9,1,0,3,1,28.9
12/14/2013,Heat,Cavaliers,W,Starter,SF,40:37,25,9,12,0.75,0,2,0,7,10,0.7,2,7,9,9,4,0,2,2,29.5
12/10/2013,Heat,Pacers,L,Starter,SF,38:32,17,6,16,0.375,1,4,0.25,4,6,0.667,1,13,14,6,2,0,5,3,15.0
12/8/2013,Heat,Pistons,W,Starter,SF,35:01,24,10,15,0.667,0,2,0,4,5,0.8,1,6,7,9,2,0,6,2,20.4
12/7/2013,Heat,Timberwolves,W,Starter,SF,30:34,21,9,12,0.75,0,0,0,3,5,0.6,4,10,14,8,2,0,7,3,23.1
12/5/2013,Heat,Bulls,L,Starter,SF,33:18,21,7,17,0.412,1,4,0.25,6,8,0.75,0,5,5,2,3,0,1,2,12.0
12/3/2013,Heat,Pistons,L,Starter,SF,36:58,23,8,15,0.533,2,5,0.4,5,8,0.625,3,2,5,6,2,1,6,2,15.3
12/1/2013,Heat,Hornets,W,Starter,SF,38:16,26,8,13,0.615,1,3,0.333,9,10,0.9,0,5,5,4,1,1,3,0,19.3
11/29/2013,Heat,Raptors,W,Starter,SF,36:27,27,10,17,0.588,3,5,0.6,4,6,0.667,1,5,6,3,1,1,3,2,17.8
11/27/2013,Heat,Cavaliers,W,Starter,SF,37:06,28,9,19,0.474,1,3,0.333,9,11,0.818,0,8,8,8,3,0,1,3,24.1
11/25/2013,Heat,Suns,W,Starter,SF,33:21,35,11,14,0.786,2,4,0.5,11,11,1,0,5,5,4,1,1,4,0,26.1
11/23/2013,Heat,Magic,W,Starter,SF,37:35,22,7,13,0.538,3,6,0.5,5,7,0.714,0,9,9,7,3,0,3,0,23.4
11/20/2013,Heat,Magic,W,Starter,SF,29:05,21,5,11,0.455,0,2,0,11,11,1,1,5,6,7,1,1,4,0,18.4
11/19/2013,Heat,Hawks,W,Starter,SF,30:42,13,6,13,0.462,0,0,0,1,3,0.333,2,4,6,5,1,0,3,0,10.1
11/16/2013,Heat,Hornets,W,Starter,SF,31:55,30,13,18,0.722,0,0,0,4,4,1,1,3,4,7,1,1,3,1,23.8
11/15/2013,Heat,Mavericks,W,Starter,SF,36:58,39,14,18,0.778,1,1,1,10,11,0.909,0,6,6,4,1,0,6,0,24.9
11/12/2013,Heat,Bucks,W,Starter,SF,29:58,33,13,21,0.619,4,7,0.571,3,6,0.5,0,3,3,2,0,0,3,0,16.3
11/9/2013,Heat,Celtics,L,Starter,SF,36:32,25,9,13,0.692,0,0,0,7,9,0.778,1,7,8,10,0,0,5,1,22.6
11/7/2013,Heat,Clippers,W,Starter,SF,37:09,18,6,13,0.462,1,3,0.333,5,9,0.556,0,5,5,6,1,0,4,4,9.6
11/5/2013,Heat,Raptors,W,Starter,SF,36:01,35,13,20,0.65,1,3,0.333,8,8,1,2,6,8,8,0,1,1,2,30.5
11/3/2013,Heat,Wizards,W,Starter,SF,34:41,25,9,14,0.643,3,5,0.6,4,5,0.8,0,3,3,5,1,0,6,2,13.9
11/1/2013,Heat,Nets,L,Starter,SF,42:14,26,11,19,0.579,1,2,0.5,3,5,0.6,1,6,7,6,2,1,5,2,18.4
10/30/2013,Heat,Sixers,L,Starter,SF,36:38,25,9,17,0.529,4,7,0.571,3,4,0.75,0,4,4,13,0,0,4,3,21.3
10/29/2013,Heat,Bulls,W,Starter,SF,38:01,17,5,11,0.455,0,1,0,7,9,0.778,0,6,6,8,1,0,2,0,16.9
Totals,,,,77 GP,,2901.9,2089,767,1353,0.567,116,306,0.379,439,585,0.75,81,452,533,488,121,26,270,126,"1,545.3"
Averages,,,,,,37.7,27.1,10,17.6,0.567,1.5,4,0.379,5.7,7.6,0.75,1.1,5.9,6.9,6.3,1.6,0.3,3.5,1.6,20.1
